ph_sol,humidite_sol,carbone_organique,conductivite_electrique,temperature,humidite,precipitation,heures_ensoleillement,vitesse_vent,surface_champ,irrigation_precedente,type_sol_Loamy,type_sol_Sandy,type_sol_Silt,type_culture_Maize,type_culture_Potato,type_culture_Rice,type_culture_Sugarcane,type_culture_Wheat,stade_croissance_Harvest,stade_croissance_Sowing,stade_croissance_Vegetative,saison_Rabi,saison_Zaid,type_irrigation_Drip,type_irrigation_Rainfed,type_irrigation_Sprinkler,source_eau_Rainwater,source_eau_Reservoir,source_eau_River,paillage_Yes,region_East,region_North,region_South,region_West,target
5.88,-0.6378084188354088,-1.4628091164843058,2.82,1.060590663003368,1.4974842718733592,220.03,8.87,7.57,0.81,63.81,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
8.05,-0.44730351221844517,0.3095409368073958,0.61,1.0767501502472003,-0.14169238168850037,1205.15,9.68,4.73,9.46,90.28,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
7.48,0.9531814402596148,1.3836924842569116,2.35,-0.7815908827935224,-1.1700788225450796,1771.22,10.63,9.89,4.81,98.75,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
7.26,0.8697975034975571,0.20212578206244414,3.03,0.20875483543563303,1.5826877727535769,132.81,4.72,6.73,3.21,14.11,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1
5.43,1.006133283312892,0.3632485141798717,1.2,-0.5218848378033594,0.049520126100825,2206.01,10.34,1.21,8.56,14.15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.89,1.5453899838324754,-0.5229265124659792,0.37,-1.0701531550048147,0.060418248306434164,1632.67,5.91,13.21,7.51,67.62,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0
7.61,0.9970036552002581,-1.6776394259742087,0.19,1.060590663003368,-0.3997797302849733,1298.6,7.95,9.0,6.34,55.87,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
5.36,-0.3493121704761733,-1.6507856372879708,0.47,1.7023531564012822,1.1611285910729654,990.79,10.6,1.05,4.52,60.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
7.76,1.087082652578247,1.3568386955706737,0.11,0.22837706994600068,-0.7400983646146794,983.22,8.34,18.69,5.58,24.4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
5.73,0.0012655490489734886,-1.3822477504255921,1.21,1.434567367789203,-1.690216473267338,838.9,4.59,13.2,3.76,103.14,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
5.07,-0.799707157366119,1.7596455258642425,1.12,0.4938543603803897,-0.013391761177009848,289.32,7.49,1.94,14.44,21.44,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7.03,-0.7120627274848322,-1.1674174409356888,0.48,0.22837706994600068,1.4727158123151565,198.1,10.26,17.84,11.06,33.13,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
7.02,-0.9865602127380285,0.6317864010422504,2.31,-0.06826494588720783,-0.7901306529222488,772.08,6.88,8.71,4.49,27.48,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5.12,-1.2604490561170494,1.571669005060577,3.47,-0.9143295280107167,-0.8144037432892877,1667.66,9.94,5.17,8.85,101.46,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
5.88,-1.1228959925533635,-0.4692189350935034,3.16,-1.4383586143464235,0.8218006951255876,720.99,9.56,1.4,4.08,21.5,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
8.18,-1.54407616948288,0.8197629218459158,0.96,-0.19869509292671184,0.9515874232105704,2030.66,10.35,15.02,1.15,100.86,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1
7.11,1.3189752066391514,-0.4960727237797413,2.72,0.2133718317910136,-0.2273912517598818,950.73,5.84,19.4,5.09,112.32,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
7.28,1.4668751820638226,-0.6571954558971689,3.29,0.03330897393116735,1.1532026840143406,1577.98,7.48,4.11,2.28,61.81,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0
5.52,0.272719824931292,-1.033148497504499,3.18,0.6785342145956165,-1.1413474094575644,1079.78,6.35,8.63,11.33,34.79,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5.07,1.152815974989212,1.1420083860807708,3.11,-1.0655361586494336,-0.46516846351862867,1244.57,7.74,5.13,14.1,12.04,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
5.74,-1.126547843798417,-0.845171976700834,2.77,-0.5034168523818366,-0.33587710462481024,625.4,4.13,11.66,4.47,6.4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1
5.65,1.365231989076497,-0.7377568219558823,1.1,-0.2910350200343254,-0.6529133869698056,1284.67,5.69,17.49,13.9,72.61,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
5.6,-0.0066467953153094925,1.7596455258642425,0.38,-1.0840041440709562,-0.9828292682850664,276.63,10.82,3.05,11.81,6.83,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
5.46,-1.5300774063768412,-0.5766340898384551,1.76,1.4080196387457635,-0.5652330401337676,966.92,8.22,6.32,11.15,118.26,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1
6.75,-1.273230535474737,-0.25438862560360026,0.29,0.63005575286412,-1.6753553975324162,1120.75,5.21,3.71,1.19,27.17,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1
5.92,-0.6913689037628618,1.7327917371780046,3.49,-1.4118108853029845,0.7009306124815583,1759.99,7.56,4.96,5.18,114.32,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
7.59,-1.6122440593905474,-0.44236514640726543,1.32,0.7374009181267207,0.6340557716744103,1000.55,8.89,3.03,9.23,99.39,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1
5.43,-0.6901516200145106,-0.44236514640726543,3.36,0.16604761914836164,-0.17636822506998406,1663.59,8.23,12.88,13.35,32.43,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
6.38,-1.5550317232180408,1.1688621747670083,2.73,0.08409593384035453,-0.6182375435883216,436.54,7.51,1.35,4.96,50.45,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
4.85,-0.9445639234199121,-0.6303416672109309,1.5,1.696581910957056,-0.23234494367152245,63.07,8.72,14.72,7.75,118.68,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6.44,-0.8417034466842354,-0.9257333427595478,0.5,0.41074842598353767,1.5098685016524607,1264.87,5.17,3.27,9.65,29.35,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0
4.99,1.6865948986412154,-0.25438862560360026,0.91,1.3745464151692537,0.35516291704904734,1184.68,7.07,5.7,2.7,57.93,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
8.12,-0.9457812071682633,0.7123477671009641,2.39,1.4334131187003571,0.7985183431408771,1674.38,9.25,7.23,7.07,77.48,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
7.49,-0.9336083696847514,-1.5702242712292573,2.92,-1.3794919108153199,-0.9417136254184499,783.86,8.06,7.93,9.57,85.13,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6.47,0.6196456932113847,-0.41551135772102754,3.43,-1.701527406603122,-1.4093421418773184,74.66,10.34,3.87,2.1,54.34,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
5.09,1.2179406555260013,-0.5229265124659792,0.55,-0.22293432379246048,-1.4494670463616068,1808.92,7.11,10.03,3.28,27.88,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
6.81,-0.4205232697547188,-0.872025765387072,0.63,0.933623263230399,-0.10107210801304782,2355.53,4.93,17.95,1.65,93.86,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
7.38,1.2745443498243323,0.5512250349835366,0.24,1.1240743628898517,0.7474953164509793,985.66,4.34,9.45,9.31,46.5,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5.45,-0.5830306501596045,-0.7109030332696444,0.99,0.995952714028038,0.9466337312989295,1527.82,7.34,1.04,12.84,110.18,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
6.73,-1.0796824194868957,0.3901023028661096,2.89,-0.18138135659403407,0.760374915421245,1361.72,7.06,7.59,6.39,45.33,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
7.57,-0.6195491626101407,0.041003049945016586,0.77,0.8666768160773793,1.4271418467280632,1415.0,5.8,8.36,8.72,47.23,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
7.41,0.3506259848257687,-0.9794409201320237,1.96,0.7581774017259337,-1.557457530035371,2168.44,8.13,6.03,14.16,90.47,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
7.53,-0.4892998015365618,-0.7914643993283582,1.62,-0.6442352412209471,1.2280034318801132,1840.84,5.75,6.27,14.42,38.54,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0
7.79,0.5709543432773367,-1.1405636522494509,1.21,-1.1463335948685958,0.5533105935146695,1924.47,5.51,4.38,8.84,82.08,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
7.99,-0.9409120721748584,-1.5433704825430195,2.2,0.4211366677831442,-1.1289631796784632,225.09,8.36,19.16,9.28,92.68,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
6.18,0.6689456850196086,0.41695609155234753,1.81,0.6138962656202875,0.6286067105716058,366.77,10.61,10.82,8.06,43.02,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1
6.73,-0.5580763333184049,0.6049326123560124,1.24,0.2364568135679169,0.03664052713055965,1658.26,5.42,10.97,5.22,13.33,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
7.49,-0.181935655077883,-1.1405636522494509,2.44,-0.9916642169633432,-0.49290913822381555,1351.14,5.28,8.8,3.12,85.19,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0
7.17,0.17168527381814183,0.41695609155234753,1.05,-0.7723568900827609,-0.8778109997582868,1935.7,7.64,12.53,6.5,86.44,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8.18,0.6172111257146824,1.7059379484917667,2.29,0.7223956799717333,-0.12831741352707074,232.68,4.84,8.75,14.47,95.05,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
4.85,-0.9348256534331025,-1.4628091164843058,3.35,1.6030877347605976,-0.9085238896104582,1416.22,6.06,13.93,7.49,30.76,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
6.01,1.1369912862606464,-0.012704527427459261,2.58,1.5419125330518035,-1.450457784743935,1215.17,10.94,2.22,5.72,29.86,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
5.76,0.7413740680465051,0.8197629218459158,1.52,0.06909069568536745,1.1962998036456136,2136.72,9.89,1.08,9.93,50.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
5.69,-0.9512589840358437,-1.5702242712292573,2.64,1.339918942503899,0.31801022771174314,467.87,8.94,11.47,9.1,100.94,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
5.56,1.6190356506077233,0.9808856539633434,2.85,-1.6288097140058762,-0.47656195491540176,871.78,4.18,14.81,7.05,48.21,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
7.21,0.542956817065259,1.6790841598055288,1.21,1.2510417626628205,-0.18875245484908545,376.18,5.86,13.55,9.17,79.21,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5.09,-0.1934998506872193,-1.4091015391118302,2.5,-0.08211593495334957,1.261193167688105,1129.33,7.99,8.27,10.23,42.1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
7.32,-1.216626841176406,1.1420083860807708,1.58,0.9763304795176707,-0.6286402966027669,2203.51,8.97,0.56,11.75,68.51,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
7.16,0.08647541143355768,-0.41551135772102754,2.88,-1.7107613993138833,-0.41959449793153547,1675.83,8.68,2.86,5.29,1.4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
5.65,-1.1916725243352064,-1.2211250183081646,1.1,1.27758949170626,0.9188930565937422,1860.75,5.3,8.14,1.35,56.41,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
5.66,-0.27323193620422326,-0.012704527427459261,3.29,0.3299509897643759,-1.0422735712247533,233.34,7.26,13.45,14.21,17.81,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
6.94,-0.3450516773569441,-1.4896629051705437,2.05,-0.8981700407668842,0.5483569016030292,1130.06,5.39,6.58,4.67,65.43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
7.39,0.7346790074305736,0.09471062731749244,1.3,-0.5276560832475848,-0.2318495744803585,2096.68,10.46,10.87,8.41,87.27,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
7.78,-1.0955071082154615,-1.6507856372879708,1.53,-1.0355256823394594,-0.0034843773537289492,2093.7,7.9,3.92,8.94,31.8,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
7.7,1.0882999363265984,0.8197629218459158,1.28,-0.26102454372435085,0.9907215893125304,2470.05,6.73,3.81,1.66,69.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
8.08,-0.6317220000936528,-0.03955831611369689,0.6,-0.587677035867534,1.7060347013534263,1315.1,10.43,14.98,10.93,27.63,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
6.78,-0.222714660647648,-0.12011968217241066,0.33,0.12103190468339999,1.1457721461468795,5.18,10.33,9.05,2.75,83.53,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
7.89,0.9160542859349031,-1.033148497504499,1.19,1.0906011393133421,-1.1809769447506888,2247.65,7.53,19.01,11.33,86.66,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7.55,0.40662103724992416,-0.4692189350935034,1.66,1.6711884310024623,-0.9590515471091919,2390.49,8.81,4.62,2.88,29.87,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
7.84,-0.6944121131337399,-1.086856074876975,1.33,-0.8600798208349939,-0.3160623369782477,2319.37,6.23,9.23,4.85,37.08,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
4.84,-0.42356647912559664,0.8466167105321537,0.15,-1.3610239253937972,0.7564119618919319,1929.78,6.15,4.17,5.17,33.77,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
8.08,-0.7023244574980225,-1.033148497504499,2.07,-0.3602899653650353,0.02871462007193459,529.79,7.85,5.49,13.15,31.35,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
6.41,0.30010870926919386,0.41695609155234753,0.59,-1.2329022765319835,1.3894937881995948,347.64,9.93,12.98,2.86,9.62,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
7.51,-0.6092022507491553,-0.7646106106421202,0.82,1.1587018355552074,-1.5688510214321443,1752.22,8.18,18.24,9.75,118.46,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
5.23,0.7541555474041928,0.5512250349835366,0.51,0.00445274671003812,-0.8411536796121466,351.06,7.21,3.0,6.44,112.09,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
6.15,0.24837414996426757,0.14841820468996827,1.87,0.4165196714277636,-0.9773802071822618,2383.29,8.65,3.03,4.18,75.22,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
5.72,-1.2574058467461715,-0.25438862560360026,0.42,-1.2086630456662348,0.842606201154478,1114.57,9.69,19.07,1.05,89.57,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
5.79,-0.6864997687694568,0.6049326123560124,0.97,0.8655225669885345,-0.12633593676241456,77.04,9.51,14.86,11.5,15.44,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
5.22,-0.9950811989764871,-0.2812424142898382,1.64,1.641177954692488,-1.685758150546861,376.48,6.59,6.6,2.88,87.63,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1
7.54,-0.4089590741453823,1.1420083860807708,0.67,-0.06018520226529162,0.9441568853431094,726.2,10.55,8.44,14.72,90.64,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
4.83,0.02682850776434844,0.8197629218459158,1.62,1.601933485671752,-0.48300175440053467,1759.39,4.11,15.88,6.91,11.62,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1
5.86,-0.004820869692782617,0.14841820468996827,1.27,-1.6103417285843538,-0.8347138801270141,1843.23,7.16,14.13,2.61,95.86,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
5.39,0.8545814566431671,1.3299849068844358,3.03,-1.6068789813178181,-1.1041947201202602,532.56,10.35,12.39,1.24,12.27,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
6.8,-1.1070713038247977,1.1688621747670083,2.8,1.5938537420498358,1.5425628682692882,1621.39,8.87,17.36,8.62,96.43,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1
5.66,1.5204356669912757,0.12156441600373036,3.48,0.6946937018394489,1.5286925309166945,79.57,8.93,6.59,5.75,80.1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
5.68,-0.5739010220469706,-1.4896629051705437,1.9,-1.0770786495378855,-1.4722540291551536,257.13,5.1,4.62,8.51,21.83,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
6.46,-0.7218009974716418,0.25583335943491997,2.06,-0.4699436288053263,-0.9308155032128408,1337.53,8.07,8.49,12.48,89.52,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
7.02,0.6141679163438045,-0.4960727237797413,3.32,0.027537728486941422,0.502782936015936,1759.56,10.77,0.65,10.75,49.83,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
5.21,1.0310876001540916,0.14841820468996827,1.46,0.7027734454613651,0.5869956985138256,2285.92,5.48,10.39,12.46,108.46,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
5.4,-0.4503467215893232,0.5243712462972986,1.99,1.1852495645986458,-0.28931240065538877,1094.38,6.29,7.62,2.99,40.79,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
5.64,0.8278012141794407,0.5243712462972986,1.39,-1.4441298597906491,0.23379746521385358,299.88,6.72,3.07,8.5,35.49,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
8.11,1.30254187603641,0.6317864010422504,1.96,0.5434870712007319,0.6984537665257381,2322.44,6.52,17.57,13.53,51.94,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1
6.15,0.8971863878354593,0.6317864010422504,0.37,-0.07980743677565928,1.5584146823865384,1093.59,8.39,4.29,0.49,24.56,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
6.84,-1.6445020787218543,-1.3553939617393542,2.76,0.33918498247513706,0.7767220987296588,1243.68,5.64,14.27,6.12,21.23,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
5.62,1.1071678344260418,-1.0600022861907372,3.45,0.03100047575347706,-1.3553469000404363,2136.07,7.54,14.26,2.14,52.1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
6.47,0.9239666302991857,0.47066366892482336,0.32,-0.1698388657055826,0.7514582699802917,1464.45,6.8,1.33,12.13,71.89,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
5.05,0.5587815057938246,-0.30809620297607615,2.82,-1.0182119460067816,-1.502966919007325,753.63,8.51,8.84,2.47,60.56,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
4.92,0.8734493547426109,0.9271780765908675,0.92,-0.09481267493064637,0.004936898896060078,1351.95,5.69,9.79,12.74,90.51,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
6.39,1.6348603393362888,-1.3016863843668782,0.77,-1.0736159022713498,0.08914966139394966,1562.15,7.87,16.44,11.83,109.94,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
6.16,-0.26775415933664265,-1.0600022861907372,2.46,-1.5757142559189985,0.9609994378426874,2224.5,9.18,12.68,11.34,97.26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
5.27,-1.5300774063768412,0.22897957074868205,0.25,-0.4364704052288165,-1.697647011134799,587.09,8.85,1.73,9.03,29.72,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
7.14,-0.16428504072679018,0.014149261258778665,1.68,-1.6438149521608636,1.2953736418784247,1398.45,9.84,9.25,10.83,54.94,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8.18,-1.6018971475295622,-0.7914643993283582,0.1,0.21798882814639417,0.5642087157202786,2301.25,10.69,6.37,9.24,42.96,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1
6.15,-0.7424948211936123,-0.30809620297607615,1.98,-1.4799115815448496,-1.6297814319453232,113.68,9.98,3.83,2.79,23.43,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1
6.92,0.272719824931292,-1.5970780599154952,1.67,-0.21485458017054426,-1.182958421515345,486.42,10.57,5.88,4.97,114.65,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
8.07,-0.6889343362661594,-1.5970780599154952,3.21,1.663108687380546,-1.6005546496666436,865.79,4.12,16.88,5.12,10.85,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7.63,0.61477655821798,-1.4091015391118302,2.55,-1.695756161158896,0.9183976874025787,1696.17,8.4,12.59,6.51,9.39,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0
6.38,1.0882999363265984,0.2826871481211579,0.53,-0.4595553870057198,-1.1453103629868768,2104.62,5.87,8.99,9.1,113.93,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
7.31,-0.30427267178717887,1.2762773295119598,1.31,0.6011995256429907,-1.5797491436377535,497.93,9.66,14.55,2.47,31.43,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
5.24,1.3597542122089168,-0.8183181880145961,3.27,-1.1798068184451056,-1.2592452769546099,616.76,9.73,19.38,14.31,35.34,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
6.54,-1.4862551914361977,-1.623931848601733,2.57,0.2110633336133233,0.20258920617051832,2058.21,4.33,18.58,1.54,82.58,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
5.75,1.151598691240861,0.739201555787202,2.12,-0.8358405899692453,-0.019831560662142693,370.86,8.17,2.39,7.87,23.55,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
5.35,1.111428327545271,1.249423540825722,2.0,-0.9593452424756783,-0.8837554300522553,652.94,9.96,6.98,0.87,45.27,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
6.25,-0.646329405073867,-1.2479788069944027,1.45,1.3687751697250283,1.5321601152548432,1831.73,8.11,6.61,4.43,8.86,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
5.25,-0.7266701324650465,-0.3886575690347896,2.09,-1.0262916896286978,1.226517324306621,415.4,6.98,11.3,8.34,73.39,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7.18,-0.7047590249947249,-1.1674174409356888,2.72,-0.42608216342921,-0.6474643258670011,2070.08,4.54,2.26,9.77,49.24,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
6.35,1.051781423876062,-1.3553939617393542,0.53,-1.1428708476020601,-0.09215546257209484,1226.29,9.11,18.47,6.85,27.11,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0
